Image Test,Text Test,image_target_dir,image_target_1,image_target_2,image_attribute_dir,image_attribute_1,image_attribute_2,text_file,text_target_1,text_target_2,text_attribute_1,text_attribute_2,order,nt,naa,nab,model,pvalue,effect_size,npermutations
Race/Valence,WEAT5,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat5.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,16,55,55,RN50x64,0.10679,0.44641635,1000000
Gender/Career vs. Family,WEAT6,Gender,Male,Female,Gender,Career,Family,weat6.jsonl,MaleNames,FemaleNames,Career,Family,image as target,40,8,8,RN50x64,0.041427,0.38805702,1000000
Gender/Career vs. Family,WEAT6,Gender,Male,Female,Gender,Career,Family,weat6.jsonl,MaleNames,FemaleNames,Career,Family,text as target,8,21,21,RN50x64,0.252059052059052,0.3556194,12870
Gender/Science vs. Arts,WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,image as target,40,8,8,RN50x64,0.026116,0.4326923,1000000
Gender/Science vs. Arts,WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,text as target,8,21,21,RN50x64,0.1207459207459207,0.59377587,12870
Age/Valence,WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,image as target,6,8,8,RN50x64,0.9967532467532468,-1.5391757,924
Age/Valence,WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,text as target,8,55,55,RN50x64,0.0942501942501942,0.67096996,12870
Race/Valence,SENT-WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,215,249,RN50x64,0.0670995670995671,0.90000916,924
Race/Valence,SENT-WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,195,55,55,RN50x64,0.008486,0.2419715,1000000
Race/Valence,SENT-WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,40,47,RN50x64,0.0238095238095238,1.124624,924
Race/Valence,SENT-WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,195,55,55,RN50x64,0.008486,0.2419715,1000000
Gender/Career vs. Family,SENT-WEAT6B,Gender,Male,Female,Gender,Career,Family,sent-weat6b.jsonl,MaleTerms,FemaleTerms,Career,Family,image as target,40,101,112,RN50x64,0.131561,0.25209305,1000000
Gender/Career vs. Family,SENT-WEAT6B,Gender,Male,Female,Gender,Career,Family,sent-weat6b.jsonl,MaleTerms,FemaleTerms,Career,Family,text as target,80,21,21,RN50x64,0.098939,0.203963,1000000
Gender/Science vs. Arts,SENT-WEAT8B,Gender,Male,Female,Gender,Science,Liberal-Arts,sent-weat8b.jsonl,MaleNames,FemaleNames,Science,Arts,image as target,40,56,56,RN50x64,0.143968,0.23879397,1000000
Gender/Science vs. Arts,SENT-WEAT8B,Gender,Male,Female,Gender,Science,Liberal-Arts,sent-weat8b.jsonl,MaleNames,FemaleNames,Science,Arts,text as target,64,21,21,RN50x64,0.001168,0.5362238,1000000
Race/Valence,WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,25,25,RN50x64,0.0183982683982684,1.1742034,924
Race/Valence,WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,15,55,55,RN50x64,0.432261,0.06527475,1000000
Race/Valence,WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,8,8,RN50x64,0.3235930735930736,0.27862555,924
Race/Valence,WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,15,55,55,RN50x64,0.432261,0.06527475,1000000
Gender/Career vs. Family,WEAT6B,Gender,Male,Female,Gender,Career,Family,weat6b.jsonl,MaleTerms,FemaleTerms,Career,Family,image as target,40,8,8,RN50x64,0.041427,0.38805702,1000000
Gender/Career vs. Family,WEAT6B,Gender,Male,Female,Gender,Career,Family,weat6b.jsonl,MaleTerms,FemaleTerms,Career,Family,text as target,8,21,21,RN50x64,0.258041958041958,0.3362944,12870
Gender/Science vs. Arts,WEAT8B,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8b.jsonl,MaleNames,FemaleNames,Science,Arts,image as target,40,8,8,RN50x64,0.026116,0.4326923,1000000
Gender/Science vs. Arts,WEAT8B,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8b.jsonl,MaleNames,FemaleNames,Science,Arts,text as target,8,21,21,RN50x64,0.1483294483294483,0.5384822,12870
Insect-Flower/Valence,SENT-WEAT1,Insect-Flower,Flower,Insect,Valence,Pleasant,Unpleasant,sent-weat1.jsonl,Flowers,Insects,Pleasant,Unpleasant,image as target,35,215,250,ViT-B/32,1e-06,1.8556683,1000000
Insect-Flower/Valence,SENT-WEAT1,Insect-Flower,Flower,Insect,Valence,Pleasant,Unpleasant,sent-weat1.jsonl,Flowers,Insects,Pleasant,Unpleasant,text as target,350,55,55,ViT-B/32,1e-06,1.3954684,1000000
Race/Valence,SENT-WEAT3,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,215,249,ViT-B/32,0.6352813852813853,-0.25489596,924
Race/Valence,SENT-WEAT3,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,256,55,55,ViT-B/32,0.341869,0.03592445,1000000
Race/Valence,SENT-WEAT4,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat4.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,215,249,ViT-B/32,0.6352813852813853,-0.25489596,924
Race/Valence,SENT-WEAT4,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat4.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,128,55,55,ViT-B/32,0.995901,-0.32838142,1000000
Race/Valence,SENT-WEAT5,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,40,47,ViT-B/32,0.5032467532467533,-0.008913521,924
Race/Valence,SENT-WEAT5,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,128,55,55,ViT-B/32,0.995901,-0.32838142,1000000
Gender/Career vs. Family,SENT-WEAT6,Gender,Male,Female,Gender,Career,Family,sent-weat6.jsonl,MaleNames,FemaleNames,Career,Family,image as target,40,101,112,ViT-B/32,0.040741,0.38962767,1000000
Gender/Career vs. Family,SENT-WEAT6,Gender,Male,Female,Gender,Career,Family,sent-weat6.jsonl,MaleNames,FemaleNames,Career,Family,text as target,64,21,21,ViT-B/32,0.286378,0.100296855,1000000
Gender/Science vs. Arts,SENT-WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,sent-weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,image as target,40,56,56,ViT-B/32,0.283063,0.12972857,1000000
Gender/Science vs. Arts,SENT-WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,sent-weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,text as target,80,21,21,ViT-B/32,1e-06,0.83554786,1000000
Age/Valence,SENT-WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,sent-weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,image as target,6,40,47,ViT-B/32,0.2554112554112554,0.41989166,924
Age/Valence,SENT-WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,sent-weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,text as target,64,55,55,ViT-B/32,0.925645,-0.25569814,1000000
Insect-Flower/Valence,WEAT1,Insect-Flower,Flower,Insect,Valence,Pleasant,Unpleasant,weat1.jsonl,Flowers,Insects,Pleasant,Unpleasant,image as target,35,25,25,ViT-B/32,1e-06,1.88695,1000000
Insect-Flower/Valence,WEAT1,Insect-Flower,Flower,Insect,Valence,Pleasant,Unpleasant,weat1.jsonl,Flowers,Insects,Pleasant,Unpleasant,text as target,25,55,55,ViT-B/32,1e-06,1.5528253,1000000
Race/Valence,WEAT3,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat3.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,25,25,ViT-B/32,0.9621212121212122,-1.0114721,924
Race/Valence,WEAT3,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat3.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,32,55,55,ViT-B/32,0.400818,0.063736744,1000000
Race/Valence,WEAT4,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat4.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,25,25,ViT-B/32,0.9621212121212122,-1.0114721,924
Race/Valence,WEAT4,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat4.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,16,55,55,ViT-B/32,0.739979,-0.23263848,1000000
Race/Valence,WEAT5,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat5.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,8,8,ViT-B/32,0.8376623376623377,-0.59228605,924
Race/Valence,WEAT5,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat5.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,16,55,55,ViT-B/32,0.739979,-0.23263848,1000000
Gender/Career vs. Family,WEAT6,Gender,Male,Female,Gender,Career,Family,weat6.jsonl,MaleNames,FemaleNames,Career,Family,image as target,40,8,8,ViT-B/32,0.010293,0.51427203,1000000
Gender/Career vs. Family,WEAT6,Gender,Male,Female,Gender,Career,Family,weat6.jsonl,MaleNames,FemaleNames,Career,Family,text as target,8,21,21,ViT-B/32,0.6895881895881896,-0.25830966,12870
Gender/Science vs. Arts,WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,image as target,40,8,8,ViT-B/32,0.155182,0.22935715,1000000
Gender/Science vs. Arts,WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,text as target,8,21,21,ViT-B/32,0.0218337218337218,0.9990372,12870
Age/Valence,WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,image as target,6,8,8,ViT-B/32,0.1406926406926407,0.6383908,924
Age/Valence,WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,text as target,8,55,55,ViT-B/32,0.4146853146853146,0.11680444,12870
Race/Valence,SENT-WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,215,249,ViT-B/32,0.6352813852813853,-0.25489596,924
Race/Valence,SENT-WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,195,55,55,ViT-B/32,1e-05,0.42910144,1000000
Race/Valence,SENT-WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,40,47,ViT-B/32,0.5032467532467533,-0.008913521,924
Race/Valence,SENT-WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,195,55,55,ViT-B/32,1e-05,0.42910144,1000000
Gender/Career vs. Family,SENT-WEAT6B,Gender,Male,Female,Gender,Career,Family,sent-weat6b.jsonl,MaleTerms,FemaleTerms,Career,Family,image as target,40,101,112,ViT-B/32,0.040741,0.38962767,1000000
Gender/Career vs. Family,SENT-WEAT6B,Gender,Male,Female,Gender,Career,Family,sent-weat6b.jsonl,MaleTerms,FemaleTerms,Career,Family,text as target,80,21,21,ViT-B/32,0.002884,0.4309421,1000000
Gender/Science vs. Arts,SENT-WEAT8B,Gender,Male,Female,Gender,Science,Liberal-Arts,sent-weat8b.jsonl,MaleNames,FemaleNames,Science,Arts,image as target,40,56,56,ViT-B/32,0.287952,0.12644729,1000000
Gender/Science vs. Arts,SENT-WEAT8B,Gender,Male,Female,Gender,Science,Liberal-Arts,sent-weat8b.jsonl,MaleNames,FemaleNames,Science,Arts,text as target,64,21,21,ViT-B/32,2e-06,0.85176355,1000000
Race/Valence,WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,25,25,ViT-B/32,0.9621212121212122,-1.0114721,924
Race/Valence,WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,15,55,55,ViT-B/32,0.202579,0.3088936,1000000
Race/Valence,WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,8,8,ViT-B/32,0.8376623376623377,-0.59228605,924
Race/Valence,WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,15,55,55,ViT-B/32,0.202579,0.3088936,1000000
Gender/Career vs. Family,WEAT6B,Gender,Male,Female,Gender,Career,Family,weat6b.jsonl,MaleTerms,FemaleTerms,Career,Family,image as target,40,8,8,ViT-B/32,0.010293,0.51427203,1000000
Gender/Career vs. Family,WEAT6B,Gender,Male,Female,Gender,Career,Family,weat6b.jsonl,MaleTerms,FemaleTerms,Career,Family,text as target,8,21,21,ViT-B/32,0.2585858585858586,0.34057832,12870
Gender/Science vs. Arts,WEAT8B,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8b.jsonl,MaleNames,FemaleNames,Science,Arts,image as target,40,8,8,ViT-B/32,0.155182,0.22935715,1000000
Gender/Science vs. Arts,WEAT8B,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8b.jsonl,MaleNames,FemaleNames,Science,Arts,text as target,8,21,21,ViT-B/32,0.0085470085470085,1.1618764,12870
Insect-Flower/Valence,SENT-WEAT1,Insect-Flower,Flower,Insect,Valence,Pleasant,Unpleasant,sent-weat1.jsonl,Flowers,Insects,Pleasant,Unpleasant,image as target,35,215,250,ViT-B/16,1e-06,1.8063669,1000000
Insect-Flower/Valence,SENT-WEAT1,Insect-Flower,Flower,Insect,Valence,Pleasant,Unpleasant,sent-weat1.jsonl,Flowers,Insects,Pleasant,Unpleasant,text as target,350,55,55,ViT-B/16,1e-06,1.3221593,1000000
Race/Valence,SENT-WEAT3,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,215,249,ViT-B/16,0.4902597402597403,0.009348094,924
Race/Valence,SENT-WEAT3,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,256,55,55,ViT-B/16,0.016297,0.1890954,1000000
Race/Valence,SENT-WEAT4,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat4.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,215,249,ViT-B/16,0.4902597402597403,0.009348094,924
Race/Valence,SENT-WEAT4,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat4.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,128,55,55,ViT-B/16,0.342256,0.050809786,1000000
Race/Valence,SENT-WEAT5,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,40,47,ViT-B/16,0.0227272727272727,1.1249181,924
Race/Valence,SENT-WEAT5,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,128,55,55,ViT-B/16,0.342256,0.050809786,1000000
Gender/Career vs. Family,SENT-WEAT6,Gender,Male,Female,Gender,Career,Family,sent-weat6.jsonl,MaleNames,FemaleNames,Career,Family,image as target,40,101,112,ViT-B/16,0.139866,0.24290536,1000000
Gender/Career vs. Family,SENT-WEAT6,Gender,Male,Female,Gender,Career,Family,sent-weat6.jsonl,MaleNames,FemaleNames,Career,Family,text as target,64,21,21,ViT-B/16,2.4e-05,0.7145594,1000000
Gender/Science vs. Arts,SENT-WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,sent-weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,image as target,40,56,56,ViT-B/16,0.628051,-0.0748493,1000000
Gender/Science vs. Arts,SENT-WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,sent-weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,text as target,80,21,21,ViT-B/16,3.1e-05,0.6134002,1000000
Age/Valence,SENT-WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,sent-weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,image as target,6,40,47,ViT-B/16,0.974025974025974,-1.0111347,924
Age/Valence,SENT-WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,sent-weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,text as target,64,55,55,ViT-B/16,0.950465,-0.29166907,1000000
Insect-Flower/Valence,WEAT1,Insect-Flower,Flower,Insect,Valence,Pleasant,Unpleasant,weat1.jsonl,Flowers,Insects,Pleasant,Unpleasant,image as target,35,25,25,ViT-B/16,1e-06,1.8423237,1000000
Insect-Flower/Valence,WEAT1,Insect-Flower,Flower,Insect,Valence,Pleasant,Unpleasant,weat1.jsonl,Flowers,Insects,Pleasant,Unpleasant,text as target,25,55,55,ViT-B/16,1e-06,1.4754436,1000000
Race/Valence,WEAT3,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat3.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,25,25,ViT-B/16,0.3441558441558441,0.24851581,924
Race/Valence,WEAT3,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat3.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,32,55,55,ViT-B/16,0.212444,0.20226867,1000000
Race/Valence,WEAT4,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat4.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,25,25,ViT-B/16,0.3441558441558441,0.24851581,924
Race/Valence,WEAT4,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat4.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,16,55,55,ViT-B/16,0.295509,0.19592929,1000000
Race/Valence,WEAT5,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat5.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,image as target,6,8,8,ViT-B/16,0.1796536796536796,0.5619601,924
Race/Valence,WEAT5,Race,European-American,African-American,Valence,Pleasant,Unpleasant,weat5.jsonl,EuropeanAmericanNames,AfricanAmericanNames,Pleasant,Unpleasant,text as target,16,55,55,ViT-B/16,0.295509,0.19592929,1000000
Gender/Career vs. Family,WEAT6,Gender,Male,Female,Gender,Career,Family,weat6.jsonl,MaleNames,FemaleNames,Career,Family,image as target,40,8,8,ViT-B/16,0.060619,0.3470073,1000000
Gender/Career vs. Family,WEAT6,Gender,Male,Female,Gender,Career,Family,weat6.jsonl,MaleNames,FemaleNames,Career,Family,text as target,8,21,21,ViT-B/16,0.2168609168609168,0.40288517,12870
Gender/Science vs. Arts,WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,image as target,40,8,8,ViT-B/16,0.15973,0.2245926,1000000
Gender/Science vs. Arts,WEAT8,Gender,Male,Female,Gender,Science,Liberal-Arts,weat8.jsonl,MaleTerms,FemaleTerms,Science,Arts,text as target,8,21,21,ViT-B/16,0.1098679098679098,0.6180513,12870
Age/Valence,WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,image as target,6,8,8,ViT-B/16,0.9556277056277056,-0.957587,924
Age/Valence,WEAT10,Age,Young,Old,Valence,Pleasant,Unpleasant,weat10.jsonl,YoungPeoplesNames,OldPeoplesNames,Pleasant,Unpleasant,text as target,8,55,55,ViT-B/16,0.2742035742035742,0.31571567,12870
Race/Valence,SENT-WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,215,249,ViT-B/16,0.4902597402597403,0.009348094,924
Race/Valence,SENT-WEAT3B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat3b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,195,55,55,ViT-B/16,2e-06,0.48326623,1000000
Race/Valence,SENT-WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,image as target,6,40,47,ViT-B/16,0.0227272727272727,1.1249181,924
Race/Valence,SENT-WEAT5B,Race,European-American,African-American,Valence,Pleasant,Unpleasant,sent-weat5b.jsonl,EuropeanAmericanTerms,AfricanAmericanTerms,Pleasant,Unpleasant,text as target,195,55,55,ViT-B/16,2e-06,0.48326623,1000000
